0.676554939,0.618743341,0.709211826,0.705274855
0.729676971,0.641956607,0.71000135,0.694921422
0.73049075,0.662698998,0.707108446,0.65408397
0.750478459,0.685527557,0.682480506,0.657185164
0.72025782,0.728487245,0.659203306,0.684994377
0.764540133,0.708639966,0.707977167,0.723372391
0.748268948,0.665381678,0.69257425,0.660089449
0.758867317,0.663165749,0.653729857,0.685054745
0.763216852,0.672342315,0.65590892,0.705173686
0.786165534,0.672410401,0.636676028,0.703943106
0.79441177,0.729015095,0.698612221,0.696413585
0.798753396,0.69380169,0.681853385,0.774572774
0.803466235,0.694125493,0.674463578,0.72952331
0.812735966,0.724095952,0.636398916,0.699471602
0.812735966,0.714095952,0.627506386,0.669563052
