0.660830523,0.604873443,0.737907,0.724563049
0.730387666,0.623942432,0.726248407,0.706688759
0.737723453,0.645826403,0.745517889,0.657757623
0.771281421,0.661438798,0.690312922,0.684053496
0.720975204,0.720498472,0.627868781,0.689261031
0.775626585,0.701488153,0.711914215,0.724605532
0.751191093,0.648660318,0.67607616,0.640610879
0.773599489,0.638196568,0.62078303,0.656387401
0.777101822,0.668140745,0.646013195,0.677469211
0.800282853,0.648802394,0.621636564,0.681154317
0.807612877,0.721886179,0.675620194,0.667150705
0.817514013,0.664135583,0.657576062,0.76372455
0.823768556,0.673598032,0.652013936,0.710557331
0.828591984,0.710885463,0.603912484,0.678355852
0.828591984,0.715,0.603182571,0.64662389
