0.595121951,0.541463415,0.765853659,0.736585366
0.687804878,0.565853659,0.726829268,0.692682927
0.707317073,0.595121951,0.780487805,0.619512195
0.775609756,0.580487805,0.673170732,0.673170732
0.67804878,0.663414634,0.526829268,0.643902439
0.765853659,0.643902439,0.673170732,0.682926829
0.717073171,0.570731707,0.604878049,0.570731707
0.775609756,0.546341463,0.526829268,0.56097561
0.770731707,0.609756098,0.580487805,0.580487805
0.8,0.565853659,0.575609756,0.604878049
0.804878049,0.663414634,0.590243902,0.570731707
0.834146341,0.551219512,0.575609756,0.682926829
0.843902439,0.6,0.575609756,0.619512195
0.83902439,0.643902439,0.517073171,0.595121951
0.83902439,0.639,0.531707317,0.56097561
