Acc_sugg,ROC_sugg,pr_sugg,recall_sugg,f1_sugg,gmean_sugg,f3_sugg
0.6753246753246753,0.67886178861788626,0.65646934022610748,0.62439024390243891,0.65842346773343796,0.66288340030388904,0.6295511392560601
0.6701298701298701,0.67093495934959357,0.64886924772054599,0.65853658536585358,0.66480923694779126,0.65410454405660645,0.65797653805209322
0.6623376623376623,0.66531165311653129,0.64474326193261,0.61951219512195121,0.64318583821234343,0.64941291043269223,0.62305708302976459
0.6623376623376623,0.66497289972899731,0.64436766352181452,0.62439024390243902,0.6423905527991719,0.64474523564980768,0.62631338420914595
0.6701298701298702,0.67703252032520322,0.66051012525480657,0.57073170731707312,0.63516833170288245,0.66069881025248745,0.58195347041480017
0.7038961038961039,0.71009485094850955,0.68681551429439835,0.61463414634146341,0.67997113997113989,0.69699616640634621,0.62585160846365562
0.7246753246753246,0.72859078590785908,0.70167117167318449,0.66829268292682931,0.71726178442264421,0.72350604695386689,0.67716983723581015
0.7038961038961038,0.70772357723577239,0.68244457481343856,0.64878048780487807,0.69618894430639433,0.70319822013937783,0.65747282732068857
0.7194805194805195,0.72405149051490514,0.70035471303763985,0.65365853658536577,0.70787370586457343,0.71633603703560333,0.66326531207366757
0.7038961038961039,0.71043360433604341,0.68959107983498236,0.6097560975609756,0.67837274708667006,0.69723745387742952,0.62172837300959882
0.7194805194805195,0.7254065040650407,0.70274073487488109,0.63414634146341464,0.70472375915152008,0.7185137597829766,0.64698004056704472
0.7324675324675325,0.73760162601626011,0.71255910289446889,0.65853658536585369,0.72379421493833995,0.73259907946992919,0.6705080526156274
0.7350649350649351,0.74173441734417356,0.71906477668672786,0.63902439024390245,0.7197417753466373,0.73447618002022419,0.65366901080445194
0.735064935064935,0.74173441734417345,0.71890166043449688,0.63902439024390245,0.71824659954071723,0.73364102428215416,0.6533178812307362
0.735064935064935,0.74241192411924128,0.72130895533872574,0.62926829268292683,0.71533446069919382,0.73295840894406061,0.6446841419723307
